TSX,Armtec Infrastructure Inc., ARF ," 18,140,757 "," 24,454,623 ",Diversified Industries,IPO,20040726,ON,Canada,,,,,,,,Industrial Products and Services,,,,,,,C,,,,,,2011," 5,884,312 "," 8,060,191 "," 6,283 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Arsenal Energy Inc., AEI ," 140,714,916 "," 16,974,055 ",Oil & Gas,TSXV Grad,20050726,AB,Canada,,,1,1,,,,,,,,,,,C,,,,,,," 5,469,520 "," 41,513,497 "," 9,090 ",10,,,"AB,SK",,,,,ND,1,,,,,,,,,,,,,,,,,,,
TSX,Artek Exploration Ltd., RTK ," 200,824,298 "," 77,838,875 ",Oil & Gas,TSXV Grad,20100909,AB,Canada,,,1,,,,,,,,,,,,C,,,,,,," 138,322,922 "," 501,472,752 "," 146,988 ",10,,,"AB,BC",,,,,,1,,,,,,,,,,,,,,,,,,,
TSX,Artemis U.S. Capital Appreciation Fund, AUF ," 4,381,569 "," 394,026 ",Structured Products,IPO,20110321,ON,Canada,,,,,,,,,,,,,,,C,Artemis,Other SPI,Fund of Equities,FI Trust,,," 137,925 "," 1,625,238 ", 338 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Artis Real Estate Investment Trust, AX ," 2,628,210,675 "," 151,198,785 ",Real Estate,TSXV Grad,20060417,MB,Canada,,,1,1,1,,,,Diversified,,,,,,C,,Income Trust,,REIT,,," 46,622,342 "," 769,135,634 "," 222,936 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Asanko Gold Inc., AKG ," 295,928,532 "," 174,075,607 ",Mining,TSXV Grad,20081222,BC,Canada,TSX-NYSE MKT,,1,1,,,,,,,,,,,C,,,,,,," 106,828,722 "," 255,119,028 "," 226,396 ",10,Ghana,,,,,,,,,1,,,,,,,,,,,,,,,,,,
TSX,Aston Hill Advantage Bond Fund, MBB ," 19,132,025 "," 1,530,562 ",Structured Products,IPO,20090422,ON,Canada,,,,,,,,,,,,,,,C,Aston Hill,Other SPI,Fund of Funds,FI Trust,,," 256,563 "," 3,165,838 ", 553 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aston Hill Advantage Oil & Gas Income Fund, AOG ," 17,807,207 "," 4,141,211 ",Structured Products,IPO,20050316,ON,Canada,,,,,,,,,,,,,,,C,Aston Hill,Other SPI,Fund of Equities,FI Trust,,," 1,223,230 "," 6,568,043 "," 1,188 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aston Hill Advantage VIP Income Fund, AV ," 109,143,171 "," 9,779,854 ",Structured Products,IPO,20060214,ON,Canada,,,,,,,,,,,,,,,C,Aston Hill,Other SPI,Fund of Funds,FI Trust,,," 1,030,263 "," 11,513,465 "," 2,043 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aston Hill Financial Inc., AHF ," 128,805,642 "," 90,301,119 ",Financial Services,TSXV Grad,20111107,AB,Canada,,,1,,,,,,,,,,,,C,,,,,,," 13,310,631 "," 17,869,297 "," 6,273 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aston Hill Oil & Gas Income Fund, OGF ," 39,946,294 "," 9,719,293 ",Structured Products,IPO,20041006,ON,Canada,,,,,,,,,,,,,,,C,Aston Hill,Other SPI,Fund of Equities,FI Trust,,," 10,153,048 "," 28,246,706 "," 7,483 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aston Hill VIP Income Fund, VIP ," 272,858,469 "," 26,803,386 ",Structured Products,,20020218,ON,Canada,,,,,,,,,,,,,,,C,Aston Hill,Other SPI,Fund of Funds,FI Trust,,," 20,740,043 "," 71,021,123 "," 19,105 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Atco Ltd., ACO ," 5,269,276,261 "," 115,139,028 ",Utilities & Pipelines,,19680308,AB,Canada,,,,,1,,,,,,,,,,C,,,,,,," 24,454,667 "," 1,197,458,445 "," 163,887 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Athabasca Oil Corporation, ATH ," 1,467,276,016 "," 401,993,429 ",Oil & Gas,IPO,20100407,AB,Canada,,,,,1,,,,,,,,,,C,,,,,,," 412,202,311 "," 2,795,694,442 "," 881,179 ",10,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
TSX,Atlantic Power Corporation, ATP ," 635,681,191 "," 125,034,102 ",Clean Technology,IPO,20041117,USA,USA,TSX-NYSE,,,,,Renewable Energy Production and Distribution,,,,,,Boston,MA,,C,,,,,,2009," 74,002,036 "," 317,585,354 "," 236,304 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Atlantic Power Preferred Equity Ltd., AZP ," 113,710,000 "," 9,000,000 ",Clean Technology,IPO,20070524,USA,USA,,,,,,Renewable Energy Production and Distribution,,,,,,Boston,MA,,C,,,,,,," 3,559,735 "," 50,538,246 "," 6,875 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Atlatsa Resources Corporation, ATL ," 146,886,445 "," 554,288,473 ",Mining,TSXV Grad,20140205,South Africa,Africa,TSX-NYSE MKT,TSX-JSE,1,,,,,,,,,,,,C,,,,,,," 851,717 "," 390,595 ", 727 ,9,South Africa,,,,,,,,,,,,,,,1,,,,,,,,,,,,PGM
